id,level,code,name
__export__.account_hierarchy_label_352,3,216.10,Impuestos retenidos de IVA
__export__.account_hierarchy_label_353,3,216.11,Retenciones de IMSS a los trabajadores
__export__.account_hierarchy_label_354,3,216.12,Otras impuestos retenidos
__export__.account_hierarchy_label_355,2,217,Pagos realizados por cuenta de terceros
__export__.account_hierarchy_label_356,3,217.01,Pagos realizados por cuenta de terceros
__export__.account_hierarchy_label_357,2,218,Otros pasivos a corto plazo
__export__.account_hierarchy_label_358,3,218.01,Otros pasivos a corto plazo
__export__.account_hierarchy_label_360,2,251,Acreedores diversos a largo plazo
__export__.account_hierarchy_label_361,3,251.01,"Socios, accionistas o representante legal"
__export__.account_hierarchy_label_362,3,251.02,Acreedores diversos a largo plazo nacional
__export__.account_hierarchy_label_363,3,251.03,Acreedores diversos a largo plazo extranjero
__export__.account_hierarchy_label_364,3,251.04,Acreedores diversos a largo plazo nacional parte relacionada
__export__.account_hierarchy_label_365,3,251.05,Acreedores diversos a largo plazo extranjero parte relacionada
__export__.account_hierarchy_label_366,3,251.06,Otros acreedores diversos a largo plazo
__export__.account_hierarchy_label_367,2,252,Cuentas por pagar a largo plazo
__export__.account_hierarchy_label_368,3,252.01,Documentos bancarios y financieros por pagar a largo plazo nacional
__export__.account_hierarchy_label_369,3,252.02,Documentos bancarios y financieros por pagar a largo plazo extranjero
__export__.account_hierarchy_label_370,3,252.03,Documentos y cuentas por pagar a largo plazo nacional
__export__.account_hierarchy_label_371,3,252.04,Documentos y cuentas por pagar a largo plazo extranjero
__export__.account_hierarchy_label_372,3,252.05,Documentos y cuentas por pagar a largo plazo nacional parte relacionada
__export__.account_hierarchy_label_373,3,252.06,Documentos y cuentas por pagar a largo plazo extranjero parte relacionada
__export__.account_hierarchy_label_374,3,252.07,Hipotecas por pagar a largo plazo nacional
__export__.account_hierarchy_label_375,3,252.08,Hipotecas por pagar a largo plazo extranjero
__export__.account_hierarchy_label_376,3,252.09,Hipotecas por pagar a largo plazo nacional parte relacionada
__export__.account_hierarchy_label_377,3,252.10,Hipotecas por pagar a largo plazo extranjero parte relacionada
__export__.account_hierarchy_label_378,3,252.11,Intereses por pagar a largo plazo nacional
__export__.account_hierarchy_label_379,3,252.12,Intereses por pagar a largo plazo extranjero
__export__.account_hierarchy_label_380,3,252.13,Intereses por pagar a largo plazo nacional parte relacionada
__export__.account_hierarchy_label_381,3,252.14,Intereses por pagar a largo plazo extranjero parte relacionada
__export__.account_hierarchy_label_382,3,252.15,Dividendos por pagar nacionales
__export__.account_hierarchy_label_383,3,252.16,Dividendos por pagar extranjeros
__export__.account_hierarchy_label_384,3,252.17,Otras cuentas y documentos por pagar a largo plazo
__export__.account_hierarchy_label_385,2,253,Cobros anticipados a largo plazo
__export__.account_hierarchy_label_386,3,253.01,Rentas cobradas por anticipado a largo plazo nacional
__export__.account_hierarchy_label_387,3,253.02,Rentas cobradas por anticipado a largo plazo extranjero
__export__.account_hierarchy_label_388,3,253.03,Rentas cobradas por anticipado a largo plazo nacional parte relacionada
__export__.account_hierarchy_label_389,3,253.04,Rentas cobradas por anticipado a largo plazo extranjero parte relacionada
__export__.account_hierarchy_label_390,3,253.05,Intereses cobrados por anticipado a largo plazo nacional
__export__.account_hierarchy_label_391,3,253.06,Intereses cobrados por anticipado a largo plazo extranjero
__export__.account_hierarchy_label_392,3,253.07,Intereses cobrados por anticipado a largo plazo nacional parte relacionada
__export__.account_hierarchy_label_393,3,253.08,Intereses cobrados por anticipado a largo plazo extranjero parte relacionada
__export__.account_hierarchy_label_394,3,253.09,Factoraje financiero cobrados por anticipado a largo plazo nacional
__export__.account_hierarchy_label_395,3,253.10,Factoraje financiero cobrados por anticipado a largo plazo extranjero
__export__.account_hierarchy_label_396,3,253.11,Factoraje financiero cobrados por anticipado a largo plazo nacional parte relacionada
__export__.account_hierarchy_label_397,3,253.12,Factoraje financiero cobrados por anticipado a largo plazo extranjero parte relacionada
__export__.account_hierarchy_label_398,3,253.13,Arrendamiento financiero cobrados por anticipado a largo plazo nacional
__export__.account_hierarchy_label_399,3,253.14,Arrendamiento financiero cobrados por anticipado a largo plazo extranjero
__export__.account_hierarchy_label_400,3,253.15,Arrendamiento financiero cobrados por anticipado a largo plazo nacional parte relacionada
__export__.account_hierarchy_label_401,3,253.16,Arrendamiento financiero cobrados por anticipado a largo plazo extranjero parte relacionada
__export__.account_hierarchy_label_402,3,253.17,Derechos fiduciarios
__export__.account_hierarchy_label_403,3,253.18,Otros cobros anticipados
__export__.account_hierarchy_label_404,2,254,Instrumentos financieros a largo plazo
__export__.account_hierarchy_label_405,3,254.01,Instrumentos financieros a largo plazo
__export__.account_hierarchy_label_406,2,255,Pasivos por beneficios a los empleados a largo plazo
__export__.account_hierarchy_label_407,3,255.01,Pasivos por beneficios a los empleados a largo plazo
__export__.account_hierarchy_label_408,2,256,Otros pasivos a largo plazo
__export__.account_hierarchy_label_409,3,256.01,Otros pasivos a largo plazo
__export__.account_hierarchy_label_410,2,257,Participación de los trabajadores en las utilidades diferida
__export__.account_hierarchy_label_411,3,257.01,Participación de los trabajadores en las utilidades diferida
__export__.account_hierarchy_label_412,2,258,Obligaciones contraídas de fideicomisos
__export__.account_hierarchy_label_413,3,258.01,Obligaciones contraídas de fideicomisos
__export__.account_hierarchy_label_414,2,259,Impuestos diferidos
__export__.account_hierarchy_label_415,3,259.01,ISR diferido
__export__.account_hierarchy_label_416,3,259.02,ISR por dividendo diferido
__export__.account_hierarchy_label_417,3,259.03,Otros impuestos diferidos
__export__.account_hierarchy_label_418,2,260,Pasivos diferidos
__export__.account_hierarchy_label_419,3,260.01,Pasivos diferidos
__export__.account_hierarchy_label_420,1,3,Capital
__export__.account_hierarchy_label_421,2,300,Capital contable
__export__.account_hierarchy_label_422,2,301,Capital social
__export__.account_hierarchy_label_423,3,301.01,Capital fijo
__export__.account_hierarchy_label_424,3,301.02,Capital variable
__export__.account_hierarchy_label_425,3,301.03,Aportaciones para futuros aumentos de capital
__export__.account_hierarchy_label_426,3,301.04,Prima en suscripción de acciones
__export__.account_hierarchy_label_427,3,301.05,Prima en suscripción de partes sociales
__export__.account_hierarchy_label_428,2,302,Patrimonio
__export__.account_hierarchy_label_429,3,302.01,Patrimonio
__export__.account_hierarchy_label_430,3,302.02,Aportación patrimonial
__export__.account_hierarchy_label_431,3,302.03,Déficit o remanente del ejercicio
__export__.account_hierarchy_label_432,2,303,Reserva legal
__export__.account_hierarchy_label_433,3,303.01,Reserva legal
__export__.account_hierarchy_label_434,2,304,Resultado de ejercicios anteriores
__export__.account_hierarchy_label_435,3,304.01,Utilidad de ejercicios anteriores
__export__.account_hierarchy_label_436,3,304.02,Pérdida de ejercicios anteriores
__export__.account_hierarchy_label_437,3,304.03,Resultado integral de ejercicios anteriores
__export__.account_hierarchy_label_438,3,304.04,Déficit o remanente de ejercicio anteriores
__export__.account_hierarchy_label_439,2,305,Resultado del ejercicio
__export__.account_hierarchy_label_440,3,305.01,Utilidad del ejercicio
__export__.account_hierarchy_label_441,3,305.02,Pérdida del ejercicio
__export__.account_hierarchy_label_442,3,305.03,Resultado integral
__export__.account_hierarchy_label_443,2,306,Otras cuentas de capital
__export__.account_hierarchy_label_444,3,306.01,Otras cuentas de capital
__export__.account_hierarchy_label_445,1,4,Ingresos
__export__.account_hierarchy_label_446,2,400,Ingresos
__export__.account_hierarchy_label_447,2,401,Ingresos
__export__.account_hierarchy_label_448,3,401.01,Ventas y/o servicios gravados a la tasa general
__export__.account_hierarchy_label_449,3,401.02,Ventas y/o servicios gravados a la tasa general de contado
__export__.account_hierarchy_label_450,3,401.03,Ventas y/o servicios gravados a la tasa general a crédito
__export__.account_hierarchy_label_451,3,401.04,Ventas y/o servicios gravados al 0%
__export__.account_hierarchy_label_452,3,401.05,Ventas y/o servicios gravados al 0% de contado
__export__.account_hierarchy_label_453,3,401.06,Ventas y/o servicios gravados al 0% a crédito
__export__.account_hierarchy_label_454,3,401.07,Ventas y/o servicios exentos
__export__.account_hierarchy_label_455,3,401.08,Ventas y/o servicios exentos de contado
__export__.account_hierarchy_label_456,3,401.09,Ventas y/o servicios exentos a crédito
__export__.account_hierarchy_label_457,3,401.10,Ventas y/o servicios gravados a la tasa general nacionales partes relacionadas
__export__.account_hierarchy_label_458,3,401.11,Ventas y/o servicios gravados a la tasa general extranjeros partes relacionadas
__export__.account_hierarchy_label_459,3,401.12,Ventas y/o servicios gravados al 0% nacionales partes relacionadas
__export__.account_hierarchy_label_460,3,401.13,Ventas y/o servicios gravados al 0% extranjeros partes relacionadas
__export__.account_hierarchy_label_461,3,401.14,Ventas y/o servicios exentos nacionales partes relacionadas
__export__.account_hierarchy_label_462,3,401.15,Ventas y/o servicios exentos extranjeros partes relacionadas
__export__.account_hierarchy_label_463,3,401.16,Ingresos por servicios administrativos
__export__.account_hierarchy_label_464,3,401.17,Ingresos por servicios administrativos nacionales partes relacionadas
__export__.account_hierarchy_label_465,3,401.18,Ingresos por servicios administrativos extranjeros partes relacionadas
__export__.account_hierarchy_label_466,3,401.19,Ingresos por servicios profesionales
__export__.account_hierarchy_label_467,3,401.20,Ingresos por servicios profesionales nacionales partes relacionadas
__export__.account_hierarchy_label_468,3,401.21,Ingresos por servicios profesionales extranjeros partes relacionadas
__export__.account_hierarchy_label_469,3,401.22,Ingresos por arrendamiento
__export__.account_hierarchy_label_470,3,401.23,Ingresos por arrendamiento nacionales partes relacionadas
__export__.account_hierarchy_label_471,3,401.24,Ingresos por arrendamiento extranjeros partes relacionadas
__export__.account_hierarchy_label_472,3,401.25,Ingresos por exportación
__export__.account_hierarchy_label_473,3,401.26,Ingresos por comisiones
__export__.account_hierarchy_label_474,3,401.27,Ingresos por maquila
__export__.account_hierarchy_label_475,3,401.28,Ingresos por coordinados
__export__.account_hierarchy_label_476,3,401.29,Ingresos por regalías
__export__.account_hierarchy_label_477,3,401.30,Ingresos por asistencia técnica
__export__.account_hierarchy_label_478,3,401.31,Ingresos por donativos
__export__.account_hierarchy_label_479,3,401.32,Ingresos por intereses (actividad propia)
__export__.account_hierarchy_label_480,3,401.33,Ingresos de copropiedad
__export__.account_hierarchy_label_481,3,401.34,Ingresos por fideicomisos
__export__.account_hierarchy_label_482,3,401.35,Ingresos por factoraje financiero
__export__.account_hierarchy_label_483,3,401.36,Ingresos por arrendamiento financiero
__export__.account_hierarchy_label_484,3,401.37,Ingresos de extranjeros con establecimiento en el país
__export__.account_hierarchy_label_485,3,401.38,Otros ingresos propios
__export__.account_hierarchy_label_486,2,402,"Devoluciones, descuentos o bonificaciones sobre ingresos"
__export__.account_hierarchy_label_487,3,402.01,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios a la tasa general"
__export__.account_hierarchy_label_488,3,402.02,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios al 0%"
__export__.account_hierarchy_label_489,3,402.03,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios exentos"
__export__.account_hierarchy_label_490,3,402.04,"Devoluciones, descuentos o bonificaciones de otros ingresos"
__export__.account_hierarchy_label_491,2,403,Otros ingresos
__export__.account_hierarchy_label_492,3,403.01,Otros Ingresos
__export__.account_hierarchy_label_493,3,403.02,Otros ingresos nacionales parte relacionada
__export__.account_hierarchy_label_494,3,403.03,Otros ingresos extranjeros parte relacionada
__export__.account_hierarchy_label_495,3,403.04,Ingresos por operaciones discontinuas
__export__.account_hierarchy_label_496,3,403.05,Ingresos por condonación de adeudo
__export__.account_hierarchy_label_497,1,5,Costos
__export__.account_hierarchy_label_498,2,500,Costos
__export__.account_hierarchy_label_499,2,501,Costo de venta y/o servicio
__export__.account_hierarchy_label_500,3,501.01,Costo de venta
__export__.account_hierarchy_label_501,3,501.02,Costo de servicios (Mano de obra)
__export__.account_hierarchy_label_502,3,501.03,Materia prima directa utilizada para la producción
__export__.account_hierarchy_label_503,3,501.04,Materia prima consumida en el proceso productivo
__export__.account_hierarchy_label_504,3,501.05,Mano de obra directa consumida
__export__.account_hierarchy_label_505,3,501.06,Mano de obra directa
__export__.account_hierarchy_label_506,3,501.07,Cargos indirectos de producción
__export__.account_hierarchy_label_507,3,501.08,Otros conceptos de costo
__export__.account_hierarchy_label_508,2,502,Compras
__export__.account_hierarchy_label_509,3,502.01,Compras nacionales
__export__.account_hierarchy_label_510,3,502.02,Compras nacionales parte relacionada
__export__.account_hierarchy_label_511,3,502.03,Compras de Importación
__export__.account_hierarchy_label_512,3,502.04,Compras de Importación partes relacionadas
__export__.account_hierarchy_label_513,2,503,"Devoluciones, descuentos o bonificaciones sobre compras"
__export__.account_hierarchy_label_514,3,503.01,"Devoluciones, descuentos o bonificaciones sobre compras"
__export__.account_hierarchy_label_515,2,504,Otras cuentas de costos
__export__.account_hierarchy_label_516,3,504.01,Gastos indirectos de fabricación
__export__.account_hierarchy_label_517,3,504.02,Gastos indirectos de fabricación de partes relacionadas nacionales
__export__.account_hierarchy_label_518,3,504.03,Gastos indirectos de fabricación de partes relacionadas extranjeras
__export__.account_hierarchy_label_519,3,504.04,Otras cuentas de costos incurridos
__export__.account_hierarchy_label_520,3,504.05,Otras cuentas de costos incurridos con partes relacionadas nacionales
__export__.account_hierarchy_label_521,3,504.06,Otras cuentas de costos incurridos con partes relacionadas extranjeras
__export__.account_hierarchy_label_522,3,504.07,Depreciación de edificios
__export__.account_hierarchy_label_523,3,504.08,Depreciación de maquinaria y equipo
__export__.account_hierarchy_label_524,3,504.09,"Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques"
__export__.account_hierarchy_label_525,3,504.10,Depreciación de mobiliario y equipo de oficina
__export__.account_hierarchy_label_526,3,504.11,Depreciación de equipo de cómputo
__export__.account_hierarchy_label_527,3,504.12,Depreciación de equipo de comunicación
__export__.account_hierarchy_label_528,3,504.13,"Depreciación de activos biológicos, vegetales y semovientes"
__export__.account_hierarchy_label_529,3,504.14,Depreciación de otros activos fijos
__export__.account_hierarchy_label_530,3,504.15,Depreciación de ferrocarriles
__export__.account_hierarchy_label_531,3,504.16,Depreciación de embarcaciones
__export__.account_hierarchy_label_532,3,504.17,Depreciación de aviones
__export__.account_hierarchy_label_533,3,504.18,"Depreciación de troqueles, moldes, matrices y herramental"
__export__.account_hierarchy_label_534,3,504.19,Depreciación de equipo de comunicaciones telefónicas
__export__.account_hierarchy_label_535,3,504.20,Depreciación de equipo de comunicación satelital
__export__.account_hierarchy_label_536,3,504.21,Depreciación de equipo de adaptaciones para personas con capacidades diferentes
__export__.account_hierarchy_label_537,3,504.22,Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente
__export__.account_hierarchy_label_538,3,504.23,Depreciación de adaptaciones y mejoras
__export__.account_hierarchy_label_539,3,504.24,Depreciación de otra maquinaria y equipo
__export__.account_hierarchy_label_540,3,504.25,Otras cuentas de costos
__export__.account_hierarchy_label_541,2,505,Costo de activo fijo
__export__.account_hierarchy_label_542,3,505.01,Costo por venta de activo fijo
__export__.account_hierarchy_label_543,3,505.02,Costo por baja de activo fijo
__export__.account_hierarchy_label_544,1,6,Gastos
__export__.account_hierarchy_label_545,2,600,Gastos
__export__.account_hierarchy_label_546,2,601,Gastos generales
__export__.account_hierarchy_label_547,3,601.01,Sueldos y salarios
__export__.account_hierarchy_label_548,3,601.02,Compensaciones
__export__.account_hierarchy_label_549,3,601.03,Tiempos extras
__export__.account_hierarchy_label_550,3,601.04,Premios de asistencia
__export__.account_hierarchy_label_551,3,601.05,Premios de puntualidad
__export__.account_hierarchy_label_552,3,601.06,Vacaciones
__export__.account_hierarchy_label_553,3,601.07,Prima vacacional
__export__.account_hierarchy_label_554,3,601.08,Prima dominical
__export__.account_hierarchy_label_555,3,601.09,Días festivos
__export__.account_hierarchy_label_556,3,601.10,Gratificaciones
__export__.account_hierarchy_label_557,3,601.11,Primas de antigüedad
__export__.account_hierarchy_label_558,3,601.12,Aguinaldo
__export__.account_hierarchy_label_559,3,601.13,Indemnizaciones
__export__.account_hierarchy_label_560,3,601.14,Destajo
__export__.account_hierarchy_label_561,3,601.15,Despensa
__export__.account_hierarchy_label_562,3,601.16,Transporte
__export__.account_hierarchy_label_563,3,601.17,Servicio médico
__export__.account_hierarchy_label_564,3,601.18,Ayuda en gastos funerarios
__export__.account_hierarchy_label_565,3,601.19,Fondo de ahorro
__export__.account_hierarchy_label_566,3,601.20,Cuotas sindicales
__export__.account_hierarchy_label_567,3,601.21,PTU
__export__.account_hierarchy_label_568,3,601.22,Estímulo al personal
__export__.account_hierarchy_label_569,3,601.23,Previsión social
__export__.account_hierarchy_label_570,3,601.24,Aportaciones para el plan de jubilación
__export__.account_hierarchy_label_571,3,601.25,Otras prestaciones al personal
__export__.account_hierarchy_label_572,3,601.26,Cuotas al IMSS
__export__.account_hierarchy_label_573,3,601.27,Aportaciones al infonavit
__export__.account_hierarchy_label_574,3,601.28,Aportaciones al SAR
__export__.account_hierarchy_label_575,3,601.29,Impuesto estatal sobre nóminas
__export__.account_hierarchy_label_576,3,601.30,Otras aportaciones
__export__.account_hierarchy_label_577,3,601.31,Asimilados a salarios
__export__.account_hierarchy_label_578,3,601.32,Servicios administrativos
__export__.account_hierarchy_label_579,3,601.33,Servicios administrativos partes relacionadas
__export__.account_hierarchy_label_580,3,601.34,Honorarios a personas físicas residentes nacionales
__export__.account_hierarchy_label_581,3,601.35,Honorarios a personas físicas residentes nacionales partes relacionadas
__export__.account_hierarchy_label_582,3,601.36,Honorarios a personas físicas residentes del extranjero
__export__.account_hierarchy_label_583,3,601.37,Honorarios a personas físicas residentes del extranjero partes relacionadas
__export__.account_hierarchy_label_584,3,601.38,Honorarios a personas morales residentes nacionales
__export__.account_hierarchy_label_585,3,601.39,Honorarios a personas morales residentes nacionales partes relacionadas
__export__.account_hierarchy_label_586,3,601.40,Honorarios a personas morales residentes del extranjero
__export__.account_hierarchy_label_587,3,601.41,Honorarios a personas morales residentes del extranjero partes relacionadas
__export__.account_hierarchy_label_588,3,601.42,Honorarios aduanales personas físicas
__export__.account_hierarchy_label_589,3,601.43,Honorarios aduanales personas morales
__export__.account_hierarchy_label_590,3,601.44,Honorarios al consejo de administración
__export__.account_hierarchy_label_591,3,601.45,Arrendamiento a personas físicas residentes nacionales
__export__.account_hierarchy_label_592,3,601.46,Arrendamiento a personas morales residentes nacionales
__export__.account_hierarchy_label_593,3,601.47,Arrendamiento a residentes del extranjero
__export__.account_hierarchy_label_594,3,601.48,Combustibles y lubricantes
__export__.account_hierarchy_label_595,3,601.49,Viáticos y gastos de viaje
__export__.account_hierarchy_label_596,3,601.50,"Teléfono, internet"
__export__.account_hierarchy_label_597,3,601.51,Agua
__export__.account_hierarchy_label_598,3,601.52,Energía eléctrica
__export__.account_hierarchy_label_599,3,601.53,Vigilancia y seguridad
__export__.account_hierarchy_label_600,3,601.54,Limpieza
__export__.account_hierarchy_label_601,3,601.55,Papelería y artículos de oficina
__export__.account_hierarchy_label_602,3,601.56,Mantenimiento y conservación
__export__.account_hierarchy_label_603,3,601.57,Seguros y fianzas
__export__.account_hierarchy_label_604,3,601.58,Otros impuestos y derechos
__export__.account_hierarchy_label_605,3,601.59,Recargos fiscales
__export__.account_hierarchy_label_606,3,601.60,Cuotas y suscripciones
__export__.account_hierarchy_label_607,3,601.61,Propaganda y publicidad
__export__.account_hierarchy_label_608,3,601.62,Capacitación al personal
__export__.account_hierarchy_label_609,3,601.63,Donativos y ayudas
__export__.account_hierarchy_label_610,3,601.64,Asistencia técnica
__export__.account_hierarchy_label_611,3,601.65,Regalías sujetas a otros porcentajes
__export__.account_hierarchy_label_612,3,601.66,Regalías sujetas al 5%
__export__.account_hierarchy_label_613,3,601.67,Regalías sujetas al 10%
__export__.account_hierarchy_label_614,3,601.68,Regalías sujetas al 15%
__export__.account_hierarchy_label_615,3,601.69,Regalías sujetas al 25%
__export__.account_hierarchy_label_616,3,601.70,Regalías sujetas al 30%
__export__.account_hierarchy_label_617,3,601.71,Regalías sin retención
__export__.account_hierarchy_label_618,3,601.72,Fletes y acarreos
__export__.account_hierarchy_label_619,3,601.73,Gastos de importación
__export__.account_hierarchy_label_620,3,601.74,Comisiones sobre ventas
__export__.account_hierarchy_label_621,3,601.75,Comisiones por tarjetas de crédito
__export__.account_hierarchy_label_622,3,601.76,Patentes y marcas
__export__.account_hierarchy_label_623,3,601.77,Uniformes
__export__.account_hierarchy_label_624,3,601.78,Prediales
__export__.account_hierarchy_label_625,3,601.79,Gastos generales de urbanización
__export__.account_hierarchy_label_626,3,601.80,Gastos generales de construcción
__export__.account_hierarchy_label_627,3,601.81,Fletes del extranjero
__export__.account_hierarchy_label_628,3,601.82,Recolección de bienes del sector agropecuario y/o ganadero
__export__.account_hierarchy_label_629,3,601.83,Gastos no deducibles (sin requisitos fiscales)
__export__.account_hierarchy_label_630,3,601.84,Otros gastos generales
__export__.account_hierarchy_label_631,2,602,Gastos de venta
__export__.account_hierarchy_label_632,3,602.01,Sueldos y salarios
__export__.account_hierarchy_label_633,3,602.02,Compensaciones
__export__.account_hierarchy_label_634,3,602.03,Tiempos extras
__export__.account_hierarchy_label_635,3,602.04,Premios de asistencia
__export__.account_hierarchy_label_636,3,602.05,Premios de puntualidad
__export__.account_hierarchy_label_637,3,602.06,Vacaciones
__export__.account_hierarchy_label_638,3,602.07,Prima vacacional
__export__.account_hierarchy_label_639,3,602.08,Prima dominical
__export__.account_hierarchy_label_640,3,602.09,Días festivos
__export__.account_hierarchy_label_641,3,602.10,Gratificaciones
__export__.account_hierarchy_label_642,3,602.11,Primas de antigüedad
__export__.account_hierarchy_label_643,3,602.12,Aguinaldo
__export__.account_hierarchy_label_644,3,602.13,Indemnizaciones
__export__.account_hierarchy_label_645,3,602.14,Destajo
__export__.account_hierarchy_label_646,3,602.15,Despensa
__export__.account_hierarchy_label_647,3,602.16,Transporte
__export__.account_hierarchy_label_648,3,602.17,Servicio médico
__export__.account_hierarchy_label_649,3,602.18,Ayuda en gastos funerarios
__export__.account_hierarchy_label_650,3,602.19,Fondo de ahorro
__export__.account_hierarchy_label_651,3,602.20,Cuotas sindicales
__export__.account_hierarchy_label_652,3,602.21,PTU
__export__.account_hierarchy_label_653,3,602.22,Estímulo al personal
__export__.account_hierarchy_label_654,3,602.23,Previsión social
__export__.account_hierarchy_label_655,3,602.24,Aportaciones para el plan de jubilación
__export__.account_hierarchy_label_656,3,602.25,Otras prestaciones al personal
__export__.account_hierarchy_label_657,3,602.26,Cuotas al IMSS
__export__.account_hierarchy_label_658,3,602.27,Aportaciones al infonavit
__export__.account_hierarchy_label_659,3,602.28,Aportaciones al SAR
__export__.account_hierarchy_label_660,3,602.29,Impuesto estatal sobre nóminas
__export__.account_hierarchy_label_661,3,602.30,Otras aportaciones
__export__.account_hierarchy_label_662,3,602.31,Asimilados a salarios
__export__.account_hierarchy_label_663,3,602.32,Servicios administrativos
__export__.account_hierarchy_label_664,3,602.33,Servicios administrativos partes relacionadas
__export__.account_hierarchy_label_665,3,602.34,Honorarios a personas físicas residentes nacionales
__export__.account_hierarchy_label_666,3,602.35,Honorarios a personas físicas residentes nacionales partes relacionadas
__export__.account_hierarchy_label_667,3,602.36,Honorarios a personas físicas residentes del extranjero
__export__.account_hierarchy_label_668,3,602.37,Honorarios a personas físicas residentes del extranjero partes relacionadas
__export__.account_hierarchy_label_669,3,602.38,Honorarios a personas morales residentes nacionales
__export__.account_hierarchy_label_670,3,602.39,Honorarios a personas morales residentes nacionales partes relacionadas
__export__.account_hierarchy_label_671,3,602.40,Honorarios a personas morales residentes del extranjero
__export__.account_hierarchy_label_672,3,602.41,Honorarios a personas morales residentes del extranjero partes relacionadas
__export__.account_hierarchy_label_673,3,602.42,Honorarios aduanales personas físicas
__export__.account_hierarchy_label_674,3,602.43,Honorarios aduanales personas morales
__export__.account_hierarchy_label_675,3,602.44,Honorarios al consejo de administración
__export__.account_hierarchy_label_676,3,602.45,Arrendamiento a personas físicas residentes nacionales
__export__.account_hierarchy_label_677,3,602.46,Arrendamiento a personas morales residentes nacionales
__export__.account_hierarchy_label_678,3,602.47,Arrendamiento a residentes del extranjero
__export__.account_hierarchy_label_679,3,602.48,Combustibles y lubricantes
__export__.account_hierarchy_label_680,3,602.49,Viáticos y gastos de viaje
__export__.account_hierarchy_label_681,3,602.50,"Teléfono, internet"
__export__.account_hierarchy_label_682,3,602.51,Agua
__export__.account_hierarchy_label_683,3,602.52,Energía eléctrica
__export__.account_hierarchy_label_684,3,602.53,Vigilancia y seguridad
__export__.account_hierarchy_label_685,3,602.54,Limpieza
__export__.account_hierarchy_label_686,3,602.55,Papelería y artículos de oficina
__export__.account_hierarchy_label_687,3,602.56,Mantenimiento y conservación
__export__.account_hierarchy_label_688,3,602.57,Seguros y fianzas
__export__.account_hierarchy_label_689,3,602.58,Otros impuestos y derechos
__export__.account_hierarchy_label_690,3,602.59,Recargos fiscales
__export__.account_hierarchy_label_691,3,602.60,Cuotas y suscripciones
__export__.account_hierarchy_label_692,3,602.61,Propaganda y publicidad
__export__.account_hierarchy_label_693,3,602.62,Capacitación al personal
__export__.account_hierarchy_label_694,3,602.63,Donativos y ayudas
__export__.account_hierarchy_label_695,3,602.64,Asistencia técnica
__export__.account_hierarchy_label_696,3,602.65,Regalías sujetas a otros porcentajes
__export__.account_hierarchy_label_697,3,602.66,Regalías sujetas al 5%
__export__.account_hierarchy_label_698,3,602.67,Regalías sujetas al 10%
__export__.account_hierarchy_label_699,3,602.68,Regalías sujetas al 15%
__export__.account_hierarchy_label_700,3,602.69,Regalías sujetas al 25%
__export__.account_hierarchy_label_701,3,602.70,Regalías sujetas al 30%
__export__.account_hierarchy_label_702,3,602.71,Regalías sin retención
__export__.account_hierarchy_label_703,3,602.72,Fletes y acarreos
__export__.account_hierarchy_label_704,3,602.73,Gastos de importación
__export__.account_hierarchy_label_705,3,602.74,Comisiones sobre ventas
__export__.account_hierarchy_label_706,3,602.75,Comisiones por tarjetas de crédito
__export__.account_hierarchy_label_707,3,602.76,Patentes y marcas
__export__.account_hierarchy_label_708,3,602.77,Uniformes
__export__.account_hierarchy_label_709,3,602.78,Prediales
__export__.account_hierarchy_label_710,3,602.79,Gastos de venta de urbanización
__export__.account_hierarchy_label_711,3,602.80,Gastos de venta de construcción
__export__.account_hierarchy_label_712,3,602.81,Fletes del extranjero
__export__.account_hierarchy_label_713,3,602.82,Recolección de bienes del sector agropecuario y/o ganadero
__export__.account_hierarchy_label_714,3,602.83,Gastos no deducibles (sin requisitos fiscales)
__export__.account_hierarchy_label_715,3,602.84,Otros gastos de venta
__export__.account_hierarchy_label_716,2,603,Gastos de administración
__export__.account_hierarchy_label_717,3,603.01,Sueldos y salarios
__export__.account_hierarchy_label_718,3,603.02,Compensaciones
__export__.account_hierarchy_label_719,3,603.03,Tiempos extras
__export__.account_hierarchy_label_720,3,603.04,Premios de asistencia
__export__.account_hierarchy_label_721,3,603.05,Premios de puntualidad
__export__.account_hierarchy_label_722,3,603.06,Vacaciones
__export__.account_hierarchy_label_723,3,603.07,Prima vacacional
__export__.account_hierarchy_label_724,3,603.08,Prima dominical
__export__.account_hierarchy_label_725,3,603.09,Días festivos
__export__.account_hierarchy_label_726,3,603.10,Gratificaciones
__export__.account_hierarchy_label_727,3,603.11,Primas de antigüedad
__export__.account_hierarchy_label_728,3,603.12,Aguinaldo
__export__.account_hierarchy_label_729,3,603.13,Indemnizaciones
__export__.account_hierarchy_label_730,3,603.14,Destajo
__export__.account_hierarchy_label_731,3,603.15,Despensa
__export__.account_hierarchy_label_732,3,603.16,Transporte
__export__.account_hierarchy_label_733,3,603.17,Servicio médico
__export__.account_hierarchy_label_734,3,603.18,Ayuda en gastos funerarios
